3219	7	3169	66
8792	9	8793	6
5893	3	5190	61
394	4	2424	46
10385	9	10386	3
2424	0	599	24
5926	3	5252	58
117	9	9182	55
298	9	8679	1
8687	9	8688	1
3675	4	1301	62
9175	9	9989	63
7932	9	7967	69
6748	5	6684	60
1010	0	894	17
3086	3	5341	67
1062	3	5377	37
3611	4	3008	33
1061	4	2737	23
6546	5	7275	22
10053	9	10054	7
7636	8	7663	2
7166	5	7134	12
7992	9	7993	62
1038	0	245	10
6258	4	3516	15
471	4	1375	36
3023	9	10143	66
7965	9	8294	60
8740	9	8858	59
5462	3	5172	44
3029	9	8066	28
8025	9	8026	34
2373	9	9446	42
7424	5	6535	62
8193	9	8194	7
1804	7	295	45
967	3	5204	14
1931	3	5485	59
5773	3	5842	28
8165	9	8166	35
7620	9	9930	18
7880	9	7881	1
9132	9	9133	17
8445	9	9445	66
2047	4	3355	41
6242	4	3024	34
3141	2	4389	61
7032	5	7033	0
10152	9	8135	60
6820	5	6821	21
5234	3	5365	66
5424	3	5179	20
9179	9	9180	1
802	9	9843	54
7738	8	7659	63
10234	9	7890	43
10414	9	8225	56
9402	9	9403	57
5895	9	8184	23
758	6	7438	26
6978	5	6979	43
7798	8	7736	11
6004	4	1270	27
5663	3	5296	63
9658	9	9659	23
6826	5	6827	0
781	4	3035	65
7332	9	8164	34
6216	4	2352	36
9028	9	9029	40
7979	9	10431	52
6418	5	7010	51
6960	5	6703	14
621	9	9881	40
7558	9	9594	26
1265	9	9079	60
7784	8	7736	11
6604	5	6605	62
6323	5	6633	64
4021	1	3931	69
829	4	1878	49
3629	9	7942	12
8477	9	8478	0
1584	0	328	15
1833	4	204	43
7309	5	7181	43
5512	9	10026	30
8242	9	8243	7
8158	9	9607	67
6813	5	6814	59
9292	9	9293	59
8304	9	8305	67
2329	8	7659	67
1128	0	421	7
1725	0	149	34
8713	9	10067	70
4021	1	4022	61
1619	9	10451	57
6506	5	6507	53
5773	7	55	49
9648	9	9649	1
1143	9	10458	41
8040	9	8761	34
10300	9	10301	4
169	0	170	15
3566	4	3630	21
6129	4	751	69
6706	5	6707	21
9196	9	9533	62
3379	7	2272	49
875	4	2110	36
2733	8	7668	39
1009	4	2902	12
3462	3	5516	60
3346	0	245	22
2259	0	28	21
3037	4	3457	26
9141	9	9568	49
1783	1	3895	37
3508	9	10374	25
3265	7	975	35
451	4	1608	31
2132	0	2133	13
7073	5	6530	39
2629	8	7675	45
7538	9	8762	24
9697	9	9698	37
6802	5	6649	54
2947	9	9332	66
7364	5	7365	32
8583	9	8584	62
1692	9	10377	2
6887	5	6888	4
3749	9	8296	60
9972	9	8417	25
6194	4	1836	18
3636	9	9285	19
1420	0	1421	9
3292	3	5190	64
1772	0	3	20
3012	9	9961	33
442	8	7659	32
7908	9	7909	66
6203	7	168	46
5110	2	5125	67
3516	7	667	23
5930	3	5274	12
3829	1	4079	61
5431	3	5432	20
246	0	247	7
1433	3	5788	51
2916	8	7834	68
7546	7	917	27
5835	8	7799	32
262	9	10273	41
3096	0	15	22
760	4	3755	14
4045	1	3846	1
637	9	8124	18
2621	4	1662	38
1757	9	9337	70
1003	7	555	62
9165	9	9166	62
9090	9	9091	71
3292	0	103	30
5916	9	10309	68
3844	1	3887	40
1265	9	9995	47
7770	8	7680	3
3151	4	3089	16
8610	9	8611	38
5576	3	5577	46
2202	4	2671	54
9177	9	9178	35
2726	3	5666	64
6797	5	7133	72
2396	7	141	42
1273	7	386	50
3125	0	2999	1
8253	9	8254	9
3820	1	3821	32
6371	5	6372	60
120	5	6999	36
2156	0	139	12
1897	6	7455	36
6815	5	6423	66
851	4	437	52
6434	5	7274	7
1235	0	149	6
6523	5	6524	0
8355	9	10361	34
8240	9	8241	47
8661	9	648	62
1235	4	2781	11
8742	9	8743	61
8915	9	8916	51
3280	8	7842	63
6901	5	6658	61
6125	7	127	63
3333	0	15	16
607	0	608	18
10569	9	10570	1
5951	3	5423	51
1850	3	5179	37
809	8	7659	3
3461	0	806	16
3440	8	7853	37
3015	0	2004	39
9703	9	9704	69
3575	3	5377	14
6418	5	6860	51
2380	4	3299	48
6717	5	6942	13
552	0	553	11
5251	9	10332	30
552	3	5228	39
8092	9	8727	0
3273	0	63	20
1273	0	608	13
4069	1	4070	32
771	7	7503	37
6439	5	6440	39
8038	9	8039	37
2080	0	137	34
2802	1	4171	29
5807	3	5365	43
3693	0	705	25
2651	8	7659	29
1082	3	5249	15
3145	0	139	17
2135	4	3145	30
5697	7	1361	35
8423	9	8424	67
6934	5	7218	19
1345	0	55	11
6499	5	6730	0
7057	5	7058	0
2836	0	9	7
2651	0	1572	15
8473	9	9303	4
9806	9	9807	41
9996	9	9997	61
671	4	1122	25
1155	2	5079	65
1109	9	8796	56
2838	6	3967	23
9441	9	9442	44
9428	9	9429	61
7766	8	7681	7
7805	8	7665	6
9840	9	9841	53
8986	9	6532	10
1283	4	2980	20
6418	5	6747	51
4055	5	6911	36
6650	5	6651	54
263	3	5736	59
2558	8	7820	49
406	0	407	10
1546	7	79	68
4038	1	4002	21
822	0	295	8
2132	7	103	65
1356	3	5256	45
4907	2	4489	56
7646	7	194	68
3014	9	9041	19
7603	7	917	35
6379	5	6380	54
7882	9	9973	45
2254	9	9627	57
2594	4	70	40
6470	5	6471	55
457	2	4485	49
10586	9	10587	15
2111	0	923	9
1143	9	9959	47
3293	4	565	24
7260	5	6609	56
1457	9	9479	27
5420	3	5305	56
2719	4	1030	22
6021	4	596	26
5279	3	5179	40
7328	5	7236	59
6550	5	6551	1
2065	4	1777	33
3700	4	1000	68
3254	3	5239	51
8229	9	8230	65
3546	0	424	22
2254	9	8846	64
6172	4	6173	15
1301	4	3675	62
2498	4	3459	58
5974	7	135	37
8621	9	8622	59
2592	4	1599	26
3637	4	2459	33
9502	9	9503	44
7882	9	9743	41
2136	6	7436	27
10197	9	10198	43
8654	9	8655	37
162	4	2024	37
8967	9	8968	1
6736	5	6737	50
6836	5	6837	15
5822	3	5261	61
9678	9	9679	38
9237	9	9238	34
5998	4	5997	27
3083	9	8192	33
7457	6	3872	53
879	0	880	35
3494	8	7652	16
7532	8	7659	3
2252	0	1004	6
7193	5	6374	38
1231	4	6251	18
3089	7	624	55
4176	1	4177	62
2369	3	5426	29
3112	8	7800	49
262	9	9277	67
1991	8	7653	64
7219	5	7220	1
2342	4	3005	69
8174	9	8123	67
5620	3	5243	30
505	8	7665	15
6133	4	824	21
3522	4	6199	33
2482	9	10324	33
3665	0	245	36
7059	5	6423	44
2901	4	1562	26
1689	6	3957	16
7558	9	8898	25
2803	0	139	30
3445	0	608	18
2352	4	6216	36
7047	5	6396	3
6910	5	6784	64
9310	9	10492	27
8347	9	8544	10
8429	9	10140	1
2252	8	7659	19
8206	9	8207	56
7238	5	7239	0
4090	9	9004	47
10400	9	10401	51
1914	0	1349	13
652	3	5208	52
8952	9	8953	68
7901	9	7902	5
10280	9	10231	61
5841	3	5177	26
998	0	848	5
1592	3	5199	45
5042	2	5003	69
654	6	4020	5
5418	3	5271	41
5311	3	5694	5
7637	9	10580	17
3992	1	3993	37
6073	4	3416	8
2178	0	485	5
9299	9	9300	67
6147	7	7517	34
6702	5	6703	15
9361	9	9934	65
3474	4	3181	18
8454	9	8455	5
5956	3	5406	61
7636	8	7719	2
6542	5	6543	16
514	9	8290	68
1564	0	101	17
8552	9	8553	51
5955	3	5252	27
637	9	9855	19
982	4	2667	41
5916	9	9415	57
2344	9	10403	52
3489	9	10353	28
6261	4	882	23
9017	9	9018	48
7689	8	7654	47
7585	7	139	5
6093	4	1949	53
159	3	5220	34
623	4	206	69
6503	5	6504	56
2119	4	3315	67
3411	4	1418	58
7167	5	6999	42
1879	4	6101	24
2794	0	139	10
7627	9	8504	34
3343	4	2194	41
505	7	245	20
2088	4	1394	44
6546	5	7367	22
9357	9	9358	2
6638	5	7025	11
768	4	871	31
9923	9	9924	54
2637	4	634	52
2710	0	555	33
2456	6	4149	23
6955	5	6956	12
9694	9	9695	61
1449	4	1589	55
1058	9	8662	4
5924	3	5513	61
7533	8	7653	3
2515	9	8485	52
2669	4	3206	64
5705	7	7542	59
5473	9	7947	38
9957	9	8493	61
4217	1	4196	54
2466	4	3776	50
6546	5	6953	22
2151	4	1527	12
8226	9	8227	1
3339	8	7653	35
1355	8	7767	34
10153	9	8405	50
4958	2	4306	67
8016	9	8017	60
9333	9	9334	1
518	3	5594	34
3301	4	184	49
1318	0	390	13
4155	1	4156	30
8634	9	8635	52
7855	8	7712	45
4	6	3957	58
7601	8	7677	13
6648	5	6649	56
455	3	5250	52
572	7	573	70
8363	9	8364	44
286	1	4028	30
5482	3	5483	62
5937	3	5827	67
52	6	3870	29
3376	0	125	10
6137	4	119	62
10027	9	10028	27
2619	9	9284	6
1238	4	3227	13
2092	4	3784	34
6899	5	6900	72
2867	4	1184	71
4328	2	4819	59
3630	4	3566	21
5255	3	5256	66
8063	9	8064	52
1383	9	8567	35
4328	2	4703	57
8499	9	8500	51
6919	5	6868	54
7375	5	7376	15
1066	9	9302	20
9102	9	9103	18
2437	4	1943	57
10343	9	10344	1
98	4	3439	24
7253	5	7254	0
8374	9	9024	66
5789	3	5577	41
7647	7	7573	23
10033	9	10034	41
6501	5	6729	0
3990	1	3991	57
2196	4	6225	25
7562	8	7659	18
5420	3	5389	64
7997	9	7998	8
2420	7	757	68
2496	9	9449	60
5718	3	5224	12
3536	4	2200	16
508	8	7659	67
5993	9	8950	20
1501	0	889	8
1501	7	3	31
6232	4	3664	11
1890	4	743	65
3414	0	3415	13
734	9	8234	39
967	3	5367	15
1692	9	9269	2
7606	7	346	36
3512	8	7686	62
9313	9	9314	40
10154	9	10155	0
1149	4	493	35
2492	9	8256	49
5462	3	5228	61
3044	4	1479	56
10055	9	8906	71
3047	4	6085	40
3457	4	3037	26
4749	2	4487	63
8694	9	8695	56
9404	9	8285	63
3726	0	295	7
532	0	533	17
2820	8	7659	71
2598	0	83	8
5909	9	9774	31
5398	3	5179	29
6513	5	6514	70
7575	7	103	63
2030	4	3261	29
4193	1	4194	45
10039	9	10040	71
868	0	869	28
7893	9	8176	43
7151	5	7152	72
2774	8	7813	43
8482	9	8483	6
10444	9	10445	35
1527	0	147	6
8832	9	8833	1
6762	5	6605	51
2994	4	1670	64
3294	0	1173	11
5572	9	8814	6
3211	5	7049	23
10327	9	10328	36
4127	1	4128	68
1778	0	679	37
1639	0	253	16
7945	9	10094	46
4771	2	4509	62
1986	0	917	18
6656	5	6380	62
7773	8	7807	47
6793	5	6794	7
6546	5	7034	22
2421	0	935	36
2237	9	9981	16
5900	3	5516	57
7495	8	7852	40
5743	3	5179	50
7084	5	7085	22
3877	1	3878	49
6212	4	3375	68
2487	9	7879	30
6619	5	6620	0
1855	3	5589	32
8971	9	8972	72
7637	9	9195	17
6418	5	6765	51
5547	3	5179	40
4019	1	4190	71
527	0	55	35
2403	4	2564	26
3500	1	4072	57
832	3	5610	54
1870	3	5177	59
6315	4	6316	18
3223	3	5281	54
2726	3	5179	51
9115	9	9116	57
2369	0	2370	7
31	8	7685	69
8641	9	8642	64
2176	0	1158	25
1726	3	5662	35
4199	1	4200	38
5975	4	3554	39
10105	9	10106	31
1608	0	69	20
7802	8	7653	3
6602	5	6603	0
8374	9	8444	52
673	3	5198	26
1900	3	5169	55
9905	9	9906	1
9735	9	9736	2
2767	3	5177	56
2134	7	1303	2
6353	9	8891	60
8402	9	8403	64
1443	8	7778	48
10109	9	8906	49
3914	1	3915	59
7763	8	7731	56
7129	5	7130	72
3704	4	6201	20
3810	1	3811	33
6031	4	1610	19
1091	0	1092	2
10056	9	10057	1
10037	9	10038	0
8713	9	10341	68
1843	4	1560	19
2206	9	9689	63
6562	5	6563	65
5830	3	5177	39
6361	5	6362	1
2358	4	6177	17
912	4	554	69
7205	5	7206	9
3444	4	6010	12
95	3	5290	63
6443	5	6444	0
2744	6	3870	49
482	4	3102	41
9711	9	9712	55
6409	5	6410	64
112	4	963	40
7157	5	7158	18
216	7	388	67
3628	4	719	41
5350	3	5252	63
3697	3	5250	70
1376	0	1344	7
1566	8	7753	10
5954	3	5501	29
7786	8	7710	58
539	7	139	28
7825	8	7664	20
9246	9	9247	67
6002	4	6090	23
4328	2	4454	60
8381	9	8382	62
1726	3	5172	42
5863	3	5864	70
3749	9	9986	58
3802	3	5328	41
9250	9	9251	4
3317	9	9528	52
1291	8	7659	40
6034	4	3159	36
3086	0	1164	20
5574	3	5193	31
5466	3	5467	19
5626	3	5179	58
5795	3	5228	62
1686	4	1211	19
5718	7	3	14
3318	4	756	49
1407	0	83	14
8910	9	8911	25
1219	0	877	13
5769	3	5198	4
7506	7	1880	22
9038	9	9039	31
7471	6	3845	36
4745	2	4708	58
7836	8	7790	12
3939	1	3940	58
1779	0	1385	23
8492	9	8493	62
2328	0	139	18
2320	6	3957	14
2212	0	553	8
3515	8	7721	58
2788	4	1088	57
2619	9	9941	9
8251	9	8252	0
3590	0	438	17
9299	9	9729	62
859	4	6248	59
6857	5	6858	54
668	4	1221	17
9241	9	9242	71
9099	9	9100	12
3276	8	7657	67
1610	4	6031	20
1587	0	253	2
7855	8	7746	54
8533	9	199	58
1429	8	7684	9
7515	9	10236	5
3252	4	6243	16
8435	9	8436	41
1724	9	8177	24
2809	4	2224	31
2619	9	7869	9
8250	9	7993	54
9765	9	9766	34
7802	8	7796	3
641	0	642	9
4916	2	5067	58
2980	4	1283	20
6600	5	6601	23
8320	9	8034	60
46	4	1632	62
2981	3	5206	27
9471	9	9472	26
450	2	4520	41
8313	9	8314	28
10187	9	10188	36
8707	9	8708	9
9721	9	10275	41
6930	5	6931	0
1271	4	2090	47
6447	5	6448	17
9167	9	9168	59
2507	4	2514	33
3219	9	8565	54
796	0	529	7
2752	0	139	24
1888	9	8077	18
8221	9	8222	59
7401	5	6398	30
10474	9	7875	63
3647	8	7656	37
958	3	5179	54
9111	9	9112	59
238	9	9880	43
10468	9	10469	68
7718	8	7652	16
1739	4	595	65
562	9	10622	33
3592	7	540	15
2200	4	3536	16
6418	5	6467	51
4344	5	6925	58
2936	0	501	5
2445	3	5198	4
565	4	3293	24
2025	1	3819	24
720	4	6286	29
3328	9	9771	1
1150	9	9858	5
5977	4	5978	19
5844	3	5198	63
673	3	5377	35
1748	2	4739	69
9188	9	9189	55
1680	0	791	26
1645	8	7711	71
18	2	5029	61
3196	8	7813	43
1830	9	9319	29
487	0	139	5
7090	5	7091	41
287	4	1779	42
8102	9	8137	56
8456	9	8058	71
4630	2	4631	57
2372	7	555	69
5625	3	5179	69
461	9	9842	38
6457	5	7028	51
3918	1	3919	66
3696	3	5250	57
1270	4	6004	27
2363	9	8983	23
6546	5	7039	22
5624	3	5377	27
646	9	8324	53
3955	1	3956	41
1219	6	3848	20
8937	9	8938	41
1233	8	7663	2
8525	9	8526	44
6566	5	7145	55
9838	9	9839	40
3613	9	9854	50
8807	9	8808	45
3102	0	67	23
3050	8	7653	35
3712	0	705	33
7559	8	7781	11
6348	5	7387	59
5492	3	5179	68
788	2	4277	68
3045	0	139	12
8349	9	8350	1
6321	5	6322	0
2251	9	9780	33
6683	5	6684	55
2456	0	83	15
6288	4	6287	20
3174	1	4163	63
5938	9	9916	39
2929	0	3	16
3959	1	4073	37
1773	7	101	33
2090	0	1272	32
619	4	3184	10
10463	9	10464	68
192	4	261	26
7838	8	7835	46
1148	4	907	52
95	0	96	36
773	0	199	20
807	0	808	31
10604	9	10605	64
7458	7	67	20
7471	6	3813	39
1438	4	391	65
4453	2	4317	62
6575	5	6433	31
82	4	3535	46
1810	8	7653	40
6303	4	929	11
117	0	118	15
2701	2	4335	62
2806	4	3314	20
527	2	4489	43
2446	4	231	60
3606	4	1985	66
772	6	7460	6
8560	9	8561	59
6546	5	6659	22
3356	4	6057	19
9666	9	9285	19
1671	8	7657	61
6676	5	7116	0
3810	1	3847	31
3529	0	838	39
180	4	2376	25
3730	6	3940	22
6284	4	2951	40
3314	0	79	13
1263	4	2740	53
6623	5	6663	40
5553	9	8759	32
1165	4	158	57
3958	1	3870	32
3404	7	168	56
1034	6	7446	30
3905	1	3943	12
743	0	744	29
2003	6	3997	39
2557	4	2876	45
2744	3	5244	62
6861	5	6862	0
4007	1	4008	34
2976	4	2233	57
2281	4	716	37
9139	9	9140	68
6291	7	295	20
6248	7	103	71
8320	9	8135	56
7097	5	7098	0
3697	0	1044	20
1462	0	1289	4
3536	0	67	7
1069	0	975	22
2041	7	836	30
3217	8	7654	16
3374	2	4254	67
7825	8	7652	16
2787	7	7509	35
6546	5	7031	22
450	2	4823	42
5436	3	5177	63
7494	8	7860	44
1309	0	390	33
2480	0	764	13
1705	0	285	45
8946	9	8947	2
5515	4	5216	26
5844	3	5538	69
6053	4	6052	25
7450	7	7524	34
443	4	2405	27
5927	3	5307	66
570	0	155	2
3284	4	2713	28
1846	4	1998	35
5573	3	5254	19
1539	4	2433	65
3165	7	573	67
3348	4	564	62
5865	3	5387	32
3989	1	4197	67
3643	0	67	10
9861	9	9862	50
1348	7	2306	35
5850	3	5479	14
5393	3	5460	29
9123	9	9124	31
3745	0	123	16
3016	3	5453	52
5787	3	5788	54
1319	0	212	31
2914	1	4161	38
7042	5	7037	68
8368	9	8369	66
4862	2	4735	57
341	4	726	51
7893	9	8295	36
3026	0	402	30
2666	3	5943	63
1608	4	451	31
2666	3	5185	67
9474	9	9475	65
3812	1	3885	28
502	5	6662	6
3419	3	5707	68
6115	4	6114	10
1251	3	5214	66
2286	0	101	11
4077	1	4078	41
8521	9	8522	50
617	3	5289	65
5359	3	5248	35
8021	9	10373	49
3230	0	631	18
8637	9	8638	23
2797	9	7988	31
132	2	4489	46
1787	4	1163	37
5830	3	5389	40
5958	3	5377	6
7491	8	7659	5
6859	5	6777	32
7480	7	2122	71
7341	5	7342	2
3661	4	1948	57
9784	9	9785	20
3292	3	5546	56
10421	9	10422	58
1189	4	2504	24
6244	4	6245	22
2588	8	7712	45
5218	3	5204	48
2845	3	5725	42
9393	9	9394	57
9275	9	9276	16
6546	5	7329	22
3952	1	3953	42
2614	3	5532	55
3746	4	3427	18
2066	3	5191	34
606	7	1929	51
6381	5	6382	57
3879	1	3880	15
688	4	2164	44
9198	9	9199	22
4134	1	4135	30
1384	4	3794	47
5591	7	529	60
9153	9	9427	50
7882	9	10249	53
1427	8	7856	55
8343	9	8344	1
707	9	8585	66
8738	9	8739	4
5799	3	5503	27
2313	5	6709	15
8647	9	8648	5
175	4	1083	34
1317	4	3305	70
8	0	9	9
9184	9	9185	61
7054	5	7055	0
8102	9	9172	41
4468	2	4261	45
10502	9	10503	69
5357	3	5358	34
5323	3	5293	61
425	4	3475	51
2357	9	10075	50
4673	2	4667	57
1460	4	6273	13
6140	4	6139	6
6323	5	6849	47
6062	4	6061	18
9097	9	9098	33
8981	9	8982	1
5885	6	3924	29
3521	3	5336	50
896	4	3097	68
788	2	4593	53
3447	0	299	20
5210	3	5198	62
1936	6	7459	5
8215	9	8216	28
7516	8	7672	21
8158	9	8646	70
10180	9	10181	6
3801	4	1099	34
6745	5	6746	0
5704	3	5800	57
708	0	139	2
3663	4	3710	35
8051	9	8052	26
5218	3	5569	48
10480	9	10481	9
2482	9	8577	39
3362	4	486	32
2932	4	3167	68
9706	9	6328	31
8772	9	8773	66
7099	5	6358	38
355	4	576	54
6385	5	7173	38
10126	9	10127	1
5549	3	5817	68
5471	7	2518	30
2719	0	1487	12
10388	9	10389	67
2449	0	139	14
6122	7	1340	39
3649	0	1	18
6399	5	6929	58
7928	9	7929	37
2787	4	2598	15
8404	9	8405	66
2812	8	7659	44
4611	2	4370	51
3251	0	57	22
3124	4	3103	26
571	4	5986	15
1971	4	3226	18
5626	3	5177	41
865	4	2265	44
1505	8	7656	68
5783	7	111	7
7930	9	7931	71
1973	6	7459	2
2325	4	789	54
1823	6	7446	42
2339	1	4043	35
1423	4	1801	23
10615	9	9234	71
1011	3	5193	21
4444	2	4632	58
2265	4	865	44
2766	4	2513	28
3643	4	6275	16
3928	1	3929	16
1485	6	3848	30
8279	9	8280	68
10549	9	10229	71
1850	0	555	15
1111	7	3	67
5510	3	5477	41
3099	0	1241	13
3103	4	3124	26
148	4	3009	9
3501	3	5417	37
3434	3	5256	63
10342	9	7993	46
8060	9	8061	61
7451	6	3845	17
2024	7	163	43
9848	9	9849	27
1062	0	9	10
3407	7	57	67
5919	4	6279	10
2244	4	6076	24
2456	3	5268	49
5512	3	5513	33
5526	3	5494	2
7507	8	7783	2
182	0	183	10
2233	4	2976	57
2630	3	5170	71
3323	4	1537	42
1949	0	971	30
1962	4	2721	71
4112	9	9918	65
1677	4	1476	69
3011	4	6146	29
3986	1	3987	21
9071	9	9072	28
2715	6	7436	25
3798	0	738	3
3500	1	4051	54
6112	4	1278	32
1206	8	7779	23
1959	8	7739	37
2946	9	9119	60
4117	1	4066	43
1746	0	644	12
4630	2	4466	63
2937	4	6295	20
1958	4	1624	49
1599	7	985	67
6130	4	2759	38
302	7	83	63
5499	3	5321	71
4907	2	5068	68
1443	8	7730	59
7515	9	9713	5
2679	0	265	39
713	3	5758	59
4167	9	10523	66
1267	7	103	37
2018	4	1039	35
